Employee ID,Name,Email Address,Phone No.,Gender,City,Department,Joining Date,Last Review Date,Salary (INR),Monthly Revenue,Is Active?,Performance Rating,Product Sold,Units_Sold,Discount %
EMP4519,Arjun Verma,arjun.verma@yahoo.com,+91-37553-44902,man,Hyderabad,Finance,TBD,06.03.2020,153977/-,$17020.75,true,1,Mobile,240,12%
EMP1474,sneha malhotra,sneha.malhotra@gmail.com,0455623869,M,Kolkata,Fin,2022/10/16,"July 30, 2023","$199,808",40329.34,FALSE,3,Smartwatch,218,29%
EMP3387,Pooja Kumar,pooja.kumar@yahoo,(595) 143-4682,FEMALE,Chennai,Operations,2020/03/01,,-,45413.28,,Excellent,Mobile,99,21%
EMP1081,Rajesh Kumar,rajesh.kumar@outlook.com,+914287738363,MALE,Mumbai,Enginering,"March 30, 2022","December 04, 2022","$66,574",44032.58,ACTIVE,10,Mobile,399,29%
EMP3291,  Rajesh Shah  ,rajesh.shah@company.in,+91-58969-33539,Man,Kolkata,SALES,"July 20, 2023",05/19/2021,126144,12350.74,yes,,Smartwatch,490,2%
,aarav joshi,aarav.joshi@yahoo,85695 57988,M,Chennai,engineering,09-Apr-21,13-08-2021,99549%,8734.97,No,2,Tablet,60,N/A
EMP3626,Kavya Gupta,kavya.gupta@outlook,+91-11936-00608,Female,Chennai,Marketing,2023-11-04,22-Apr-20,59026.00 INR,11310.24,,3,Tablet,217,52%
EMP3803,Deepa Joshi,deepa.joshi@yahoo.com,N/A,Man,Pune,HR,"December 15, 2023","April 16, 2022",40011,none,No,1,Mobile,353,41%
EMP3345,"Pillai, Sneha",,8027148727,f,Delhi,Operations,2020-08-04,2020/02/29,110590,₹38432.29,Y,1,Monitor,355,14%
EMP1526,aarav joshi,aarav.joshi@@hotmail.com,8206678498,M,Mumbai,FINANCE,13 Sep 2020,24 Apr 2020,-,4321.86,active,4,Camera,100,6%
EMP7131,VIKRAM CHOPRA,vikram.chopra@gmail.com,5178637673,M,Delhi,marketing,2021-08-02,12/29/2022,"$178,728",(44336.61),yes,1,Speaker,331,31%
EMP9830,  Aditya Singh  ,aditya.singh@@outlook.com,6965328710,M,Kolkata,Finance,2022-02-27,"August 16, 2022",28009,6170.31,F,1,Tablet,489,46%
EMP9821,rohit joshi,rohit.joshi@outlook.com,6986407905,male,Mumbai,Ops,19-Nov-21,15.04.2024, 103517 ,22081.56,F,5,Smartwatch,0,39%
EMP9011,Meera Joshi,meera.joshi@outlook.com,8441986652,male,Ahmedabad,operations,10-Mar-24,"January 08, 2023",Rs.96203,30976.01,active,2,Laptop,170,6%
EMP5225,Pooja Gupta,pooja.gupta@outlook.com,1168685487,man,Delhi,Engg.,04/19/2023,02/26/2023,165413,43955.73 USD,Inactive,1,Speaker,312,25%
EMP8007,priya sharma,N/A,1034444299,MALE,Kolkata,FINANCE,2022/02/05,2020-03-20,"$58,042",45552.98,Y,4,Tablet,93,0%
EMP7584,Arjun Chopra,arjun.chopra@yahoo.com,+91-84227-17266,woman,Chennai,Marketing,02-09-2022,"June 18, 2020",196418,₹6005.96,NaN,4,Smartwatch,0,6%
EMP5586,Kavya,kavya@yahoo.com,(748) 317-3066,female,Jaipur,Salez,2023/01/12,2020-10-27,N/A,21008.81,NO,2,Tablet,243,39%
EMP3324,Siddharth Mehta,N/A,6173009928,M,Bangalore,Enginering,08/04/2020,16.04.2021,"$108,308",10889.24,active,2,Laptop,227,37%
EMP2698,Kavya,kavya@@hotmail.com,5205852772,MAN,,sales,26.03.2020,2022-11-21,167352%,2312.73,T,3,Camera,205,57%
EMP5673,Ananya Shah,ananya.shah@hotmail.com,5152174653,WOMAN,Jaipur,Sales,11/14/2022,05-Nov-23,98194,25079.92,YES,5,Mobile,115,25%
EMP5434,rajesh das,rajesh.das@yahoo.com,3691430753,woman,Mumbai,Human Resources,"May 07, 2023",11.06.2022,61484,(10375.58),No,3,Monitor,193,53%
EMP6150,Divya Das,divya.das@yahoo.com,+912189455906,MALE,Chennai,Finence,2021/05/27,2022-02-09,96820,37157.72,Y,3,Smartwatch,420,19%
EMP5920,"Pandey, Arjun",pandey.arjun@hotmail.com,,Male,Bangalore,Marketting,27.05.2023,24 Jun 2022,69483,14547.43,false,Bad,Headphones,76,
EMP7481,siddharth nair,siddharth.nair@@gmail.com,N/A,F,Bangalore,Marketing,21-Jun-21,01.08.2023,185250.00 INR,none,TRUE,Average,Mobile,161,19%
EMP2288,Sneha Iyer,,5352181883,M,Delhi,H.R.,2020/12/21,09/04/2023,189613%,37845.07,Active,5,Camera,35,40%
EMP8516,Ananya Patel,ananya.patel@hotmail.com,6142442607,WOMAN,Bangalore,Mktg,"November 10, 2023","March 10, 2022",82819.00 INR,7107.59,NO,5,Tablet,370,16%
EMP4951,Rahul Pandey,rahul.pandey@gmail.com,+914820736511,MALE,na,Human Resources,22-Mar-24,02-12-2020,N/A,₹33531.28,0,7,Headphones,152,42%
EMP6082,Sneha Mehta,sneha.mehta@company.in,9134438998,Female,Hyderabad,HumanResources,2024-04-25,03-Jan-20,53433,36183.6,No,4,Camera,242,56%
EMP4165,LAKSHMI MEHTA,lakshmi.mehtaoutlook.com,N/A,Woman,Pune,Finence,13 Feb 2021,05/08/2023,40876,10149.68,T,1,Headphones,13,none
EMP3695,Kavya Bose,kavya.bose@outlook.com,7451712368,Female,Mumbai,marketing,"October 09, 2023",31.07.2023,86295%,31167.57,Active,1,Monitor,155,7%
EMP9314,Aarav Verma,aarav.verma@outlook.com,(537) 749-2663,Woman,Chennai,ENGG,16-Oct-22,2020/12/15,Rs.173698,21208.86,true,5,Camera,475,37%
EMP7471,Aditya Bose,aditya.bose@hotmail.com,6878599648,MAN,Hyderabad,Engineering,13.05.2023,2020-08-24, 103516 ,₹16069.99,YES,N/A,Tablet,155,9%
EMP3805,RAJESH MISHRA,rajesh.mishra@yahoo.com,9006548708,WOMAN,Chennai,Sls,2022-06-30,04 Oct 2021,45288,43987.12,False,Bad,Mobile,34,38%
EMP1538,Rajesh Iyer,rajesh.iyer@company.in,N/A,MALE,Delhi,Ops,12-Apr-21,"June 01, 2023",48949,36800.19,N/A,1,Headphones,298,6%
EMP9904,Aarav Bose,aarav.bose@gmail.com,+910468611145,f,Delhi,Sales,11/27/2020,23 Sep 2023, 168109 ,$13518.83,FALSE,1,Headphones,154,44%
EMP8590,Neha Iyer,neha.iyer@company.in,4883958558,MALE,Pune,Enginering,10/02/2021,25.10.2022,"$186,204",,active,3,Smartwatch,158,14%
EMP8707,Arjun Mishra,arjun.mishrayahoo.com,1688005378,f,Kolkata,Fin,07-Nov-22,"November 08, 2022",106524,33039.15,ACTIVE,7,,110,34%
EMP3431,Sneha Reddy,sneha.reddy@hotmail.com,3270216487,Male,Hyderabad,Ops,2020/05/29,2022-12-20,Rs.117895,₹34997.97,yes,3,Mobile,24,58%
EMPLOYEE_ID,NAME,EMAIL,PHONE,GENDER,CITY,DEPARTMENT,JOIN_DATE,LAST_REVIEW_DATE,SALARY,MONTHLY_REVENUE,IS_ACTIVE,PERFORMANCE_RATING,PRODUCT_SOLD,UNITS_SOLD,DISCOUNT_PCT
EMP7147,Sneha Verma,sneha.verma@@outlook.com,90901 00167,WOMAN,Bangalore,Operations,2021-09-08,"September 18, 2023",60956.00 INR,44981.79,No,1,Headphones,426,12%
EMP2871,Suresh Shah,suresh.shah@@outlook.com,5807836134,MALE,Mumbai,Marketing,07 May 2024,19.02.2024,184976,(8716.09),1,na,Tablet,361,36%
EMP8256,Ananya Reddy,ananya.reddy@yahoo.com,(920) 522-2999,M,Kolkata,HumanResources,04/13/2023,2021/04/28, 68663 ,18502.77,n,5,Smartwatch,251,29%
EMP4496,Meera Pandey,meera.pandeyhotmail.com,4136852830,m,Hyderabad,sales,"March 14, 2024","August 21, 2021",Rs.136791,$8613.41,na,5,Mobile,448,59%
EMP5299,Kavya Pandey,kavya.pandey@outlook.com,(757) 475-8339,woman,Ahmedabad,hr,07-Aug-22,2020-10-17,31417,39519.13,FALSE,1,Tablet,485,6%
,  Rajesh Reddy  ,rajesh.reddy@@gmail.com,9105302151,woman,Kolkata,Ops,18.04.2021,01/31/2023,"$110,420",6365.33,NaN,2,Speaker,63,15%
EMP2050,Suresh Chopra,suresh.choprayahoo.com,3900251213,woman,Jaipur,Oprns,13 Mar 2022,21-Nov-21,170588,$48557.19,0,3,Smartwatch,357,24%
EMP2007,Rajesh Sharma,rajesh.sharma@gmail.com,8241270493,Male,Jaipur,HR,30-Nov-21,11/27/2023,"$146,374",₹45941.55,yes,1,Laptop,192,56%
EMP9729,Pooja Mehta,pooja.mehta@@company.in,4036488215,WOMAN,Pune,HumanResources,2022-03-30,2021/02/08,35076.00 INR,40436.46,n,5,Camera,291,58%
EMP3944,rajesh sharma,rajesh.sharma@gmail.com,+91-33971-89569,Female,Delhi,Marketing,17.12.2022,07/05/2020,Rs.167024,7629.7 USD,Yes,2,Camera,366,N/A
EMP4423,  Priya Joshi  ,priya.joshi@outlook.com,+91-84951-63211,WOMAN,Mumbai,Finance,27 May 2023,06 Jul 2020,60312.00 INR,₹16489.5,,6,Monitor,168,6%
EMP5719,Kavya Rao,kavya.rao@yahoo.com,+91-49116-50200,Woman,Lucknow,Ops,28 May 2020,25.08.2020,Rs.43151,16536.84,inactive,5,Mobile,146,33%
EMP7001,aditya patel,aditya.patel@outlook.com,+91-90927-55719,Man,Bangalore,Sales,2024/02/15,03/03/2022,93233,11121.24,N,2,Monitor,366,5%
EMP3603,"Patel, Siddharth",patel.siddharth@yahoo.com,+913970774544,Female,Delhi,Ops,12-Jun-20,2021-08-15,N/A,36595.14,T,4,Tablet,93,44%
EMP1498,  Priya Mehta  ,priya.mehta@company.in,7727810509,M,Delhi,Salez,01-09-2020,26-12-2023,167628/-,42702.51,no,Average,Tablet,301,23%
EMP8741,MEERA VERMA,meera.verma@hotmail.com,5882556296,na,Ahmedabad,Oprns,15.04.2022,"June 26, 2020",112242,32450.47,inactive,1,Tablet,277,47%
EMP8506,Deepa Pandey,deepa.pandey@gmail.com,N/A,m,Pune,Finence,,2023-06-23,128467,7045.79,TRUE,5,Camera,68,45%
EMP7078,DEEPA REDDY,N/A,42362 20334,man,Mumbai,SALES,20-Apr-21,2022-05-01,166629,2117.14,?,2,Smartwatch,299,9%
EMP9315,Siddharth Sharma,siddharth.sharma@outlook.com,4463060002,Woman,Lucknow,Mktg,2023-02-12,2023-08-12,176480.00 INR,46999.89,NO,5,Headphones,411,7%
EMP3466,vikram singh,vikram.singh@yahoo.com,7733168066,Female,Ahmedabad,sales,17.02.2023,14-02-2022,Rs.107101,,false,6,Smartwatch,68,17%
,Rahul Das,rahul.das@hotmail.com,6496322517,F,Chennai,Ops,2020-12-19,28-12-2022,105079.00 INR,21865.25,Y,5,Tablet,N/A,2%
EMP9438,Priya Sharma,priya.sharmaoutlook.com,3611371181,Woman,Pune,Fin,"April 03, 2024",07 Feb 2020,"$199,255",,YES,4,Smartwatch,456,55%
EMP6150,Vikram Chopra,vikram.chopra@gmail.com,2144773244,f,Delhi,sales,N/A,N/A,Rs.121872,47119.39,n,4,Mobile,471,28%
,Deepa Reddy,deepa.reddy@hotmail.com,+91-09977-00886,FEMALE,Chennai,S@les,2023-11-30,01/02/2021,Rs.162464,10000.64,No,,Speaker,125,14%
EMP3493,Rohit Chopra,rohit.chopra@outlook.com,0000000000,Male,Kolkata,engineering,01.04.2021,31 Aug 2023,175585,44715.56,0,N/A,Mobile,,34%
EMP5247,Kavya Bose,kavya.bose@yahoo.com,0000000000,Woman,Lucknow,engineering,"November 18, 2020",03/21/2023,"$158,385",$43005.11,yes,2,Laptop,468,41%
EMP7485,Pooja Rao,pooja.rao@yahoo.com,+91-05937-77569,F,Hyderabad,Ops,05/10/2023,11/05/2023,124121,2523.39,n,1,Smartwatch,0,9%
EMP1014,Aditya Sharma,aditya.sharmagmail.com,42569 08776,female,Hyderabad,MKTG,05.09.2020,2021-09-12,"$194,626",26964.0,Y,na,Tablet,496,12%
,"Chopra, Kavya",chopra.kavya@company.in,7530011972,female,Mumbai,HumanResources,18-Apr-21,"August 29, 2021",51164,43769.95,active,1,Laptop,N/A,10%
EMP2102,ROHIT MISHRA,rohit.mishra@hotmail,7635148468,MALE,Ahmedabad,Oprns,04-01-2021,2022/11/23,80824,41283.45,active,5,Speaker,373,33%
EMP8474,Meera Das,N/A,N/A,MALE,Bangalore,Eng,2020/08/09,"April 01, 2021",137689.00 INR,28212.51,ACTIVE,5,Speaker,235,57%
EMP9973,Ananya Mehta,ananya.mehta@outlook.com,N/A,m,Delhi,FINANCE,16-Oct-21,2024/02/14,180456,₹40076.67,TRUE,4,Headphones,,41%
EMP4120,ADITYA VERMA,aditya.verma@gmail.com,9901398373,Male,Bangalore,Operations,09-Mar-24,25 Nov 2023,N/A,38887.94,no,3,Monitor,412,30%
EMP8259,Arjun Chopra,arjun.chopra@outlook.com,09745 33890,Man,Kolkata,Mktg,2023/07/21,"November 20, 2021",128937,,,4,Tablet,78,48%
EMP3823,Aditya Sharma,aditya.sharma@outlook.com,9269326573,MAN,Lucknow,Finance,10/16/2023,N/A,111902,16008.05,TRUE,3,Camera,162,53%
EMP9038,Lakshmi Pillai,lakshmi.pillai@yahoo.com,3677462025,not specified,Pune,H.R.,22 May 2020,12/20/2020,74918,6751.62,inactive,3,Laptop,5,33%
EMP2560,Rahul Bose,rahul.bose@yahoo.com,+916042232536,FEMALE,Kolkata,Marketing,07/21/2023,"March 15, 2024",121749%,24658.2,INACTIVE,4,Camera,408,13%
,Pooja,pooja@hotmail.com,68430 21166,Female,Pune,marketing,24-Mar-24,2023/03/04,180561,,1,2,Tablet,453,29%
EMP9385,Aditya Sharma,aditya.sharma@company.in,1061339439,Male,Bangalore,finance,20-03-2021,2021/03/19,79094%,36137.13,YES,2,Monitor,147,42%
EMP3870,Rohit Chopra,rohit.chopra@hotmail.com,+91-23471-99829,Woman,Mumbai,Human Resources,14.11.2023,07-03-2022, 141015 ,28635.5,y,1,,202,15%
EMP7304,Aarav Kumar,aarav.kumar@company.in,(037) 183-7645,female,Chennai,engineering,16 Apr 2020,2021-04-28,68872,29442.49,True,4,Tablet,46,31%
EMP1969,kiran iyer,kiran.iyer@outlook.com,N/A,Female,Hyderabad,Engineering,22 Jul 2023,2021/07/21,Rs.59393,none,?,2.0,Laptop,389,5%
EMP2310,Aarav Gupta,aarav.gupta@company.in,0586509480,female,Jaipur,Sales,25 Jan 2024,23 Jan 2021,N/A,47401.42,INACTIVE,5,Monitor,219,10%
EMP5646,Pooja Gupta,POOJA.GUPTA@OUTLOOK.COM,2975001701,MAN,N/A,Enginering,"September 27, 2020",07/15/2021,"$90,638 ",33393.19,active,2,Mobile,1,4%
EMP3346,Aditya Reddy,aditya.reddy@hotmail.com,4359892625,Male,Bangalore,SALES,09/12/2020,04/13/2022, 48324 ,17009.11 USD,0,1,Headphones,54,7%
EMP5888,Rajesh Kumar,rajesh.kumar@company.in,2235697252,F,Hyderabad,Salez,14 Jul 2021,2020/12/11,Rs.48079,21968.72,Y,1,Camera,457,53%
EMP7252,SURESH PANDEY,suresh.pandey@hotmail.com,6334141115,NB,Lucknow,H.R.,2021-10-03,"January 04, 2020",Rs.165405,19713.2,F,2,Headphones,5,29%
EMP5225,sneha rao,sneha.rao@company.in,10339 93788,Male,Jaipur,Marketing,18-09-2022,23-04-2021,178661,12692.65,No,4,Headphones,73,10%
EMP9729,Pooja Mehta,pooja.mehta@@company.in,4036488215,WOMAN,Pune,HumanResources,2022-03-30,2021/02/08,35076.00 INR,40436.46,n,5,Camera,291,58%
EMP1723,rajesh chopra,rajesh.chopra@yahoo.com,4564494856,MAN,Delhi,FINANCE,18 Apr 2020,2021/04/15,Rs.93216,(23623.08),NaN,3,Monitor,58,55%
EMP7694,PRIYA MALHOTRA,priya.malhotra@company.in,+910735104584,man,Bangalore,Sales,2023-03-03,24.12.2022,-,₹25060.62,no,2,Tablet,471,59%
EMP5318,Priya Bose,priya.bose@company.in,+91-37031-75438,MAN,Mumbai,H R,26-Oct-21,24-02-2022, 70287 ,38643.6,FALSE,2,Smartwatch,230,16%
EMP8882,Lakshmi Mishra,lakshmi.mishra@@company.in,8375307681,MALE,Jaipur,Human Resources,unknown,"June 10, 2021",Rs.60377,₹20065.44,,1,Speaker,391,22%
EMP4248,Lakshmi Mishra,lakshmi.mishra@hotmail.com,3703424447,FEMALE,Hyderabad,Marketting,2022/05/01,10/07/2021,26346,,Inactive,4,Camera,356,42%
EMP5549,Pooja Mishra,pooja.mishrahotmail.com,12831 80036,M,Hyderabad,SALES,2021/02/06,2021-01-31,"$50,260",,1,2,Laptop,284,59%
EMP1983,"Pandey, Rohit",pandey.rohit@gmail.com,2812735857,man,Delhi,HR,20-Sep-22,16-Jan-23,,16522.2,Inactive,5,Tablet,420,23%
EMP4039,Aditya Sharma,aditya.sharma@gmail.com,5935186387,MALE,Pune,Sales,12/07/2022,2020/09/22,"$77,973",$9985.02,NO,5,Smartwatch,N/A,4%
EMP7187,vikram verma,vikram.verma@@yahoo.com,,Female,Lucknow,Enginering,11/29/2023,2020-02-14,119246.00 INR,24802.39,,3,Camera,134,10%
EMP7131,VIKRAM CHOPRA,vikram.chopra@gmail.com,5178637673,M,Delhi,marketing,2021-08-02,12/29/2022,"$178,728",(44336.61),yes,1,Speaker,331,31%
EMP8138,Kavya Malhotra,kavya.malhotra@@outlook.com,2298120,Man,Jaipur,Oprns,07/26/2021,07.10.2022,160706,29201.5,yes,2,Laptop,377,46%
EMP4240,Aarav Pillai,aarav.pillai@gmail.com,24843 37976,WOMAN,Hyderabad,HR,17.05.2020,"May 29, 2023",160990,40279.29,Yes,3,Speaker,307,18%
EMP9305,  Pooja Gupta  ,pooja.gupta@outlook.com,8170066615,male,Chennai,Enginering,2020-06-21,"February 02, 2020","$109,743",(42447.03),y,4,Laptop,108,42%
EMP8011,Aditya Iyer,,+91-75207-16781,male,Delhi,SALES,11.02.2021,04/07/2022,136333,14286.66,No,9,Speaker,262,49%
EMP2363,DIVYA PATEL,divya.patel@gmail.com,+912164334722,Male,Pune,MKTG,"January 12, 2023",2020/10/03,144680,31974.63,inactive,3,Headphones,227,26%
EMP2093,deepa sharma,deepa.sharma@@hotmail.com,+91-97964-71589,Male,Ahmedabad,Ops,2022/01/01,2022-01-09,"$118,319",14937.37,1,N/A,Tablet,447,54%
EMP3374,Neha Mishra,neha.mishra@yahoo.com,7265273543,Male,Mumbai,MKTG,2022/05/06,"March 26, 2021",192247,45326.12,0,5,Headphones,429,0%
EMP6778,AARAV PILLAI,aarav.pillai@hotmail.com,0835832863,Man,Bangalore,Fin,28-01-2020,03/26/2024,"$152,113",$14512.94,INACTIVE,3,Speaker,68,56%
EMP7908,"Nair, Siddharth",nair.siddharth@outlook,+916683496047,MAN,na,HR,2022/03/01,29 Dec 2021,131595/-,$27562.24,N/A,4,Headphones,451,16%
EMP1897,  Meera Patel  ,meera.patel@gmail.com,+91-32445-10762,f,Pune,Salez,28-02-2024,07/30/2022,175931.00 INR,20518.93,YES,3,Monitor,471,27%
EMP9040,deepa verma,deepa.verma@yahoo,N/A,woman,Bangalore,Human Resources,04-Oct-20,2021-08-22,"$123,845",(1679.79),Inactive,4,Smartwatch,358,
EMP8451,Meera Pillai,meera.pillai@gmail.com,+915168087603,WOMAN,Hyderabad,engineering,2023/01/29,16-Jun-22,-,(12345.22),n,2,Mobile,61,9%
EMP3373,Aditya Reddy,aditya.reddy@yahoo.com,5699611253,FEMALE,Kolkata,hr,18.05.2024,02-Dec-22,73204,₹6689.48,ACTIVE,6,Speaker,33,30%
EMP8481,Siddharth Pillai,siddharth.pillai@hotmail.com,1248255442,man,Pune,finance,15 Jan 2021,"September 29, 2020",83247,10131.11,,2,Camera,390,59%
EMP3286,Sneha Sharma,sneha.sharmagmail.com,,woman,Lucknow,HR,2024/04/03,"November 27, 2021","$113,236",none,Yes,?,Speaker,-1,39%
EMP2334,Neha Bose,neha.bose@gmail.com,1620281237,man,Jaipur,Mktg,2024-03-13,08/30/2021,102128,44071.2 USD,yes,2,Headphones,488,33%
EMP8410,Siddharth Chopra,siddharth.chopra@company.in,7555628333,Woman,Jaipur,marketing,"August 11, 2023",16-Oct-20,195980%,45281.47,NO,2,Tablet,480,11%
EMP1997,Sneha Joshi,sneha.joshi@@gmail.com,8038287232,Male,Lucknow,Ops,,09/04/2020,52159%,41719.96,true,4,Headphones,280,39%
EMP9438,Priya Sharma,priya.sharmaoutlook.com,3611371181,Woman,Pune,Fin,"April 03, 2024",07 Feb 2020,"$199,255",,YES,4,Smartwatch,456,55%
EMP1764,Rajesh Rao,rajesh.rao@company.in,3963428987,Man,Pune,Sls,"July 28, 2023",10/11/2020,40383/-,42894.16,false,4,Monitor,0,53%
EMP1246,Rahul Pandey,rahul.pandey@@outlook.com,3668348268,woman,Lucknow,Marketing,17 Dec 2022,02/16/2023,198123,$39188.67,T,2,Mobile,460,44%
EMP8478,Aditya Mishra,aditya.mishra@gmail.com,0691767993,f,Chennai,Operations,"April 14, 2021",09 Jan 2020,142768/-,$611.4,T,5,Laptop,488,49%
EMP8177,Meera Pillai,meera.pillai@hotmail.com,+91-33150-98393,Female,Hyderabad,HR,18 Nov 2022,21 Sep 2022,N/A,12528.36,true,4,Speaker,374,none
EMP1753,Arjun Shah,arjun.shahcompany.in,(734) 996-0105,MALE,Delhi,Operations,2021-10-26,"November 04, 2020","$172,282",12638.72,No,3,Tablet,35,44%
EMP4112,POOJA NAIR,pooja.naircompany.in,8444310698,Man,,HumanResources,04-Jul-23,22 Feb 2020,101496,(23941.75),N,3,Speaker,454,11%
EMP9071,Kiran Patel,kiran.patel@gmail.com,8267586,woman,Chennai,Sls,28 Jan 2022,28.04.2021,,none,1,4,Headphones,306,3%
EMP1315,Arjun Joshi,arjun.joshi@gmail.com,9967069219,f,N/A,Finence,"November 28, 2020","November 15, 2022",89319,35020.05,INACTIVE,5,Monitor,475,none
EMP8756,Aarav Das,aarav.das@@outlook.com,6184438612,Female,Chennai,Mktg,2023/03/28,"September 15, 2022",Rs.79988,37544.93,ACTIVE,1.5,Tablet,219,10%
EMP7383,  Lakshmi Rao  ,lakshmi.rao@yahoo,+91-73118-04674,MAN,Bangalore,finance,04/30/2024,unknown,Rs.43805,19575.66,T,4,Monitor,198,46%
EMP8558,AARAV SHARMA,aarav.sharma@company.in,+91-00898-76108,Man,Mumbai,HR,23 Jan 2024,15.08.2021,193074,29686.82,No,5,Headphones,210,37%
EMP3138,NEHA PANDEY,neha.pandey@gmail.com,+910417929111,f,Bangalore,marketing,2024-02-20,2023/11/02,80897,,TRUE,7,Tablet,474,8%
EMP1333,Priya Sharma,priya.sharma@hotmail.com,,female,Delhi,HR,31-03-2023,2023-03-25,"$76,990",34685.41,T,5,Laptop,220,4%
EMP5654,Kiran,kiran@yahoo,84993 90892,MAN,Pune,SALES,10/27/2023,04/24/2023,"$65,311",23281.54,active,5,Camera,336,28%
EMP7361,  Neha Joshi  ,neha.joshi@gmail.com,9353875842,F,Ahmedabad,Enginering,2021/06/13,11/18/2021,83544,15700.72,Yes,4,Monitor,,12%
EMP9821,rohit joshi,rohit.joshi@outlook.com,6986407905,male,Mumbai,Ops,19-Nov-21,15.04.2024, 103517 ,22081.56,F,5,Smartwatch,0,39%
EMP2309,arjun malhotra,arjun.malhotra@hotmail.com,8664693656,f,Lucknow,marketing,08-Jul-23,15.01.2020,37891,48543.17,N,,Headphones,413,36%
EMP2430,Aditya Verma,aditya.verma@yahoo.com,,woman,N/A,Marketing,24 Jan 2024,2020-12-13, 95495 ,$24909.64,YES,1,Headphones,254,12%
EMP8674,Vikram Patel,vikram.patel@outlook.com,+910880670898,?,Mumbai,Finence,"July 08, 2020",06/10/2020,63078,$19239.33,n,1,Speaker,337,38%
EMP7374,Meera Nair,meera.nair@@company.in,+91-97889-77828,man,Pune,Human Resources,05-05-2020,19.09.2020,"$178,083",,yes,4,Headphones,332,5%
EMP1924,Rahul,rahul@company.in,+91-48132-35707,MALE,Delhi,finance,04/26/2020,19-04-2022,69542,$16421.98,?,4,,0,7%
EMP2377,Priya Das,priya.das@hotmail.com,27645 79389,Man,na,Operations,02/21/2022,"July 28, 2023",Rs.30867,37464.97,false,Excellent,Headphones,156,34%
EMP5757,Arjun Verma,,2583132370,WOMAN,Jaipur,Engg.,06/25/2020,08-Jan-24,132330,4150.66,N,5,Tablet,67,58%
EMP5095,Deepa Singh,deepa.singh@@gmail.com,62341 90310,MAN,Mumbai,Human Resources,2022-04-21,"October 25, 2023",77834,7722.82,active,3.6,Smartwatch,130,N/A
EMP1020,  Rohit Verma  ,rohit.verma@gmail.com,6267658617,f,Mumbai,SALES,11.02.2020,08/02/2020,Rs.123424,4212.62,na,5,Laptop,335,56%
EMP6651,rajesh rao,rajesh.rao@company.in,3718444902,M,Chennai,Finance,2020-07-12,18 Apr 2020,90569,20218.8,NaN,9,Tablet,39,
EMP1996,Rajesh Joshi,,+91-61771-15921,Woman,Lucknow,finance,2022-07-18,12/08/2023,195633,27791.09,1,4,Mobile,161,23%
EMP9893,"Reddy, Vikram",reddy.vikram@yahoo.com,0800463580,woman,Jaipur,Engg.,29-01-2022,21-Jul-20,83082,₹4111.69,active,1,Headphones,60,0%
EMP7491,  Rajesh Mehta  ,RAJESH.MEHTA@COMPANY.IN,N/A,female,Chennai,Operations,29.11.2022,08-03-2024,64099% ,(46262.89),False,na,Monitor,429,1%
EMP2317,Aditya Sharma,aditya.sharma@company.in,70500 49332,MALE,Kolkata,Fin,19-Aug-20,24-Jul-21,88351,₹763.8,INACTIVE,3,Tablet,316,52%
EMP5224,Kiran Kumar,N/A,54842 03531,female,Lucknow,sales,2023-01-18,25-Oct-21,47651,6242.3,false,3,Laptop,156,42%
EMP6904,PRIYA IYER,priya.iyer@yahoo.com,(786) 103-5797,Woman,Chennai,Operations,06-08-2021,29 Nov 2020,194706/-,10733.18,F,1,Tablet,308,14%
EMP8586,  Suresh Mishra  ,suresh.mishrahotmail.com,2507146112,m,Pune,Marketing,16-Jun-22,06-09-2021,"$55,168",(17482.36),INACTIVE,2,Camera,491,51%
EMP3184,rajesh iyer,rajesh.iyer@hotmail.com,0676251538,FEMALE,Chennai,H.R.,2020-01-05,16-09-2021,186939,$3346.09,Yes,1,Tablet,5,31%
EMP8304,Rohit Chopra,rohit.chopra@hotmail.com,53817 92171,WOMAN,Bangalore,Engg.,12.06.2021,03.12.2023,110134%,1998.07,Y,Average,Tablet,208,50%
EMP3863,NEHA DAS,neha.das@company.in,8750036915,F,Bangalore,hr,09.06.2023,2022-10-18, 122598 ,20329.33,Inactive,1,Headphones,439,9%
EMP1425,lakshmi pandey,lakshmi.pandey@company.in,+91-93110-91939,Woman,Lucknow,Mktg,2021/05/12,2020/05/03,,none,n,N/A,Camera,497,none
EMP8823,  Kiran Chopra  ,kiran.chopra@outlook.com,1704542185,Male,Jaipur,Engineering,2023/03/29,21-Jan-22,"$175,607",$36848.71,ACTIVE,4,Laptop,109,17%
EMP5012,Divya Joshi,divya.joshi@company.in,+91-10276-77359,Woman,Pune,Mktg,06.04.2024,05.08.2020,57118/-,$12771.98,YES,2.7,Tablet,479,20%
EMP8765,Aditya Chopra,aditya.chopra@outlook.com,+91-59160-11241,Prefer not to say,Chennai,Finence,2023-08-02,13-01-2020,,20106.01,N/A,1,Camera,403,59%
EMP5815,kavya pillai,kavya.pillai@hotmail.com,+911537038240,f,Bangalore,Mktg,24-10-2020,12-Feb-20,N/A,₹49919.44,y,5,Speaker,362,23%
EMP8158,Deepa,deepa@@outlook.com,24809 62440,man,Chennai,hr,11.05.2023,05-04-2021,"$82,948",14747.65,Inactive,5,Speaker,286,N/A
