,Employee ID,Name,Email Address,Phone No.,Gender,City,Department,Joining Date,Last Review Date,Salary (INR),Monthly Revenue,Is Active?,Performance Rating,Product Sold,Units_Sold,Discount %
158,EMP3626,Kavya Gupta,kavya.gupta@outlook.com,1193600608,Female,Chennai,Marketing,2023-11-04,2020-04-22,59026.0,11310.24,Active,3.0,Tablet,217.0,52.0
160,EMP3345,"Pillai, Sneha",,8027148727,Female,Delhi,Operations,2020-08-04,2020-02-29,110590.0,38432.29,Active,1.0,Monitor,355.0,14.0
161,EMP1526,Aarav Joshi,aarav.joshi@hotmail.com,8206678498,Male,Mumbai,Finance,2020-09-13,2020-04-24,112994.22453222453,4321.86,Active,4.0,Camera,100.0,6.0
162,EMP7131,Vikram Chopra,vikram.chopra@gmail.com,5178637673,Male,Delhi,Marketing,2021-08-02,2022-12-29,178728.0,44336.61,Active,1.0,Speaker,331.0,31.0
163,EMP9830,  Aditya Singh  ,aditya.singh@outlook.com,6965328710,Male,Kolkata,Finance,2022-02-27,2022-08-16,28009.0,6170.31,Inactive,1.0,Tablet,489.0,46.0
164,EMP9821,Rohit Joshi,rohit.joshi@outlook.com,6986407905,Male,Mumbai,Operations,2021-11-19,2024-04-15,103517.0,22081.56,Inactive,5.0,Smartwatch,0.0,39.0
165,EMP9011,Meera Joshi,meera.joshi@outlook.com,8441986652,Male,Ahmedabad,Operations,2024-03-10,2023-01-08,96203.0,30976.01,Active,2.0,Laptop,170.0,6.0
166,EMP5225,Pooja Gupta,pooja.gupta@outlook.com,1168685487,Male,Delhi,Engineering,2023-04-19,2023-02-26,165413.0,43955.73,Inactive,1.0,Speaker,312.0,25.0
167,EMP8007,Priya Sharma,,1034444299,Male,Kolkata,Finance,2022-02-05,2020-03-20,58042.0,45552.98,Active,4.0,Tablet,93.0,0.0
168,EMP7584,Arjun Chopra,arjun.chopra@yahoo.com,8422717266,Female,Chennai,Marketing,2022-02-09,2020-06-18,196418.0,6005.96,Active,4.0,Smartwatch,0.0,6.0
169,EMP5586,Kavya,kavya@yahoo.com,7483173066,Female,Jaipur,Sales,2023-01-12,2020-10-27,112994.22453222453,21008.81,Inactive,2.0,Tablet,243.0,39.0
170,EMP3324,Siddharth Mehta,,6173009928,Male,Bangalore,Engineering,2020-08-04,2021-04-16,108308.0,10889.24,Active,2.0,Laptop,227.0,37.0
172,EMP5673,Ananya Shah,ananya.shah@hotmail.com,5152174653,Female,Jaipur,Sales,2022-11-14,2023-11-05,98194.0,25079.92,Active,5.0,Mobile,115.0,25.0
173,EMP5434,Rajesh Das,rajesh.das@yahoo.com,3691430753,Female,Mumbai,HR,2023-05-07,2022-11-06,61484.0,10375.58,Inactive,3.0,Monitor,193.0,53.0
174,EMP6150,Divya Das,divya.das@yahoo.com,2189455906,Male,Chennai,Finance,2021-05-27,2022-02-09,96820.0,37157.72,Active,3.0,Smartwatch,420.0,19.0
175,EMP5920,"Pandey, Arjun",pandey.arjun@hotmail.com,,Male,Bangalore,Marketing,2023-05-27,2022-06-24,69483.0,14547.43,Inactive,2.0,Headphones,76.0,30.0
176,EMP7481,Siddharth Nair,siddharth.nair@gmail.com,,Female,Bangalore,Marketing,2021-06-21,2023-01-08,185250.0,25109.35951219512,Active,3.0,Mobile,161.0,19.0
177,EMP2288,Sneha Iyer,,5352181883,Male,Delhi,HR,2020-12-21,2023-09-04,189613.0,37845.07,Active,5.0,Camera,35.0,40.0
178,EMP8516,Ananya Patel,ananya.patel@hotmail.com,6142442607,Female,Bangalore,Marketing,2023-11-10,2022-03-10,82819.0,7107.59,Inactive,5.0,Tablet,370.0,16.0
179,EMP4951,Rahul Pandey,rahul.pandey@gmail.com,4820736511,Male,Unknown,HR,2024-03-22,2020-02-12,112994.22453222453,33531.28,Inactive,3.0,Headphones,152.0,42.0
180,EMP6082,Sneha Mehta,sneha.mehta@company.in,9134438998,Female,Hyderabad,HR,2024-04-25,2020-01-03,53433.0,36183.6,Inactive,4.0,Camera,242.0,56.0
181,EMP4165,Lakshmi Mehta,lakshmi.mehta@outlook.com,,Female,Pune,Finance,2021-02-13,2023-05-08,40876.0,10149.68,Active,1.0,Headphones,13.0,30.0
182,EMP3695,Kavya Bose,kavya.bose@outlook.com,7451712368,Female,Mumbai,Marketing,2023-10-09,2023-07-31,86295.0,31167.57,Active,1.0,Monitor,155.0,7.0
183,EMP9314,Aarav Verma,aarav.verma@outlook.com,5377492663,Female,Chennai,Engineering,2022-10-16,2020-12-15,173698.0,21208.86,Active,5.0,Camera,475.0,37.0
184,EMP7471,Aditya Bose,aditya.bose@hotmail.com,6878599648,Male,Hyderabad,Engineering,2023-05-13,2020-08-24,103516.0,16069.99,Active,3.0,Tablet,155.0,9.0
185,EMP3805,Rajesh Mishra,rajesh.mishra@yahoo.com,9006548708,Female,Chennai,Sales,2022-06-30,2021-10-04,45288.0,43987.12,Inactive,2.0,Mobile,34.0,38.0
186,EMP1538,Rajesh Iyer,rajesh.iyer@company.in,,Male,Delhi,Operations,2021-04-12,2023-06-01,48949.0,36800.19,Active,1.0,Headphones,298.0,6.0
187,EMP9904,Aarav Bose,aarav.bose@gmail.com,0468611145,Female,Delhi,Sales,2020-11-27,2023-09-23,168109.0,13518.83,Inactive,1.0,Headphones,154.0,44.0
188,EMP8590,Neha Iyer,neha.iyer@company.in,4883958558,Male,Pune,Engineering,2021-10-02,2022-10-25,186204.0,25109.35951219512,Active,3.0,Smartwatch,158.0,14.0
189,EMP8707,Arjun Mishra,arjun.mishra@yahoo.com,1688005378,Female,Kolkata,Finance,2022-11-07,2022-11-08,106524.0,33039.15,Active,3.0,Tablet,110.0,34.0
190,EMP3431,Sneha Reddy,sneha.reddy@hotmail.com,3270216487,Male,Hyderabad,Operations,2020-05-29,2022-12-20,117895.0,34997.97,Active,3.0,Mobile,24.0,58.0
191,EMP7147,Sneha Verma,sneha.verma@outlook.com,9090100167,Female,Bangalore,Operations,2021-09-08,2023-09-18,60956.0,44981.79,Inactive,1.0,Headphones,426.0,12.0
192,EMP2871,Suresh Shah,suresh.shah@outlook.com,5807836134,Male,Mumbai,Marketing,2024-05-07,2024-02-19,184976.0,8716.09,Active,3.0,Tablet,361.0,36.0
193,EMP8256,Ananya Reddy,ananya.reddy@yahoo.com,9205222999,Male,Kolkata,HR,2023-04-13,2021-04-28,68663.0,18502.77,Inactive,5.0,Smartwatch,251.0,29.0
194,EMP4496,Meera Pandey,meera.pandey@hotmail.com,4136852830,Male,Hyderabad,Sales,2024-03-14,2021-08-21,136791.0,8613.41,Active,5.0,Mobile,448.0,59.0
195,EMP5299,Kavya Pandey,kavya.pandey@outlook.com,7574758339,Female,Ahmedabad,HR,2022-08-07,2020-10-17,31417.0,39519.13,Inactive,1.0,Tablet,485.0,6.0
196,,  Rajesh Reddy  ,rajesh.reddy@gmail.com,9105302151,Female,Kolkata,Operations,2021-04-18,2023-01-31,110420.0,6365.33,Active,2.0,Speaker,63.0,15.0
197,EMP2050,Suresh Chopra,suresh.chopra@yahoo.com,3900251213,Female,Jaipur,Operations,2022-03-13,2021-11-21,170588.0,48557.19,Inactive,3.0,Smartwatch,357.0,24.0
198,EMP2007,Rajesh Sharma,rajesh.sharma@gmail.com,8241270493,Male,Jaipur,HR,2021-11-30,2023-11-27,146374.0,45941.55,Active,1.0,Laptop,192.0,56.0
199,EMP9729,Pooja Mehta,pooja.mehta@company.in,4036488215,Female,Pune,HR,2022-03-30,2021-02-08,35076.0,40436.46,Inactive,5.0,Camera,291.0,58.0
201,EMP4423,  Priya Joshi  ,priya.joshi@outlook.com,8495163211,Female,Mumbai,Finance,2023-05-27,2020-07-06,60312.0,16489.5,Active,3.0,Monitor,168.0,6.0
202,EMP5719,Kavya Rao,kavya.rao@yahoo.com,4911650200,Female,Lucknow,Operations,2020-05-28,2020-08-25,43151.0,16536.84,Inactive,5.0,Mobile,146.0,33.0
203,EMP7001,Aditya Patel,aditya.patel@outlook.com,9092755719,Male,Bangalore,Sales,2024-02-15,2022-03-03,93233.0,11121.24,Inactive,2.0,Monitor,366.0,5.0
204,EMP3603,"Patel, Siddharth",patel.siddharth@yahoo.com,3970774544,Female,Delhi,Operations,2020-06-12,2021-08-15,112994.22453222453,36595.14,Active,4.0,Tablet,93.0,44.0
205,EMP1498,  Priya Mehta  ,priya.mehta@company.in,7727810509,Male,Delhi,Sales,2020-01-09,2023-12-26,167628.0,42702.51,Inactive,3.0,Tablet,301.0,23.0
206,EMP8741,Meera Verma,meera.verma@hotmail.com,5882556296,Unknown,Ahmedabad,Operations,2022-04-15,2020-06-26,112242.0,32450.47,Inactive,1.0,Tablet,277.0,47.0
207,EMP8506,Deepa Pandey,deepa.pandey@gmail.com,,Male,Pune,Finance,,2023-06-23,128467.0,7045.79,Active,5.0,Camera,68.0,45.0
208,EMP7078,Deepa Reddy,,4236220334,Male,Mumbai,Sales,2021-04-20,2022-05-01,166629.0,2117.14,Active,2.0,Smartwatch,299.0,9.0
210,EMP3466,Vikram Singh,vikram.singh@yahoo.com,7733168066,Female,Ahmedabad,Sales,2023-02-17,2022-02-14,107101.0,25109.35951219512,Inactive,3.0,Smartwatch,68.0,17.0
211,,Rahul Das,rahul.das@hotmail.com,6496322517,Female,Chennai,Operations,2020-12-19,2022-12-28,105079.0,21865.25,Active,5.0,Tablet,247.0,2.0
212,EMP9438,Priya Sharma,priya.sharma@outlook.com,3611371181,Female,Pune,Finance,2024-04-03,2020-02-07,199255.0,25109.35951219512,Active,4.0,Smartwatch,456.0,55.0
215,EMP3493,Rohit Chopra,rohit.chopra@outlook.com,,Male,Kolkata,Engineering,2021-01-04,2023-08-31,175585.0,44715.56,Inactive,3.0,Mobile,247.0,34.0
216,EMP5247,Kavya Bose,kavya.bose@yahoo.com,,Female,Lucknow,Engineering,2020-11-18,2023-03-21,158385.0,43005.11,Active,2.0,Laptop,468.0,41.0
217,EMP7485,Pooja Rao,pooja.rao@yahoo.com,0593777569,Female,Hyderabad,Operations,2023-05-10,2023-11-05,124121.0,2523.39,Inactive,1.0,Smartwatch,0.0,9.0
218,EMP1014,Aditya Sharma,aditya.sharma@gmail.com,4256908776,Female,Hyderabad,Marketing,2020-05-09,2021-09-12,194626.0,26964.0,Active,3.0,Tablet,496.0,12.0
219,,"Chopra, Kavya",chopra.kavya@company.in,7530011972,Female,Mumbai,HR,2021-04-18,2021-08-29,51164.0,43769.95,Active,1.0,Laptop,247.0,10.0
220,EMP2102,Rohit Mishra,rohit.mishra@hotmail.com,7635148468,Male,Ahmedabad,Operations,2021-04-01,2022-11-23,80824.0,41283.45,Active,5.0,Speaker,373.0,33.0
221,EMP8474,Meera Das,,,Male,Bangalore,Engineering,2020-08-09,2021-04-01,137689.0,28212.51,Active,5.0,Speaker,235.0,57.0
222,EMP9973,Ananya Mehta,ananya.mehta@outlook.com,,Male,Delhi,Finance,2021-10-16,2024-02-14,180456.0,40076.67,Active,4.0,Headphones,247.0,41.0
223,EMP4120,Aditya Verma,aditya.verma@gmail.com,9901398373,Male,Bangalore,Operations,2024-03-09,2023-11-25,112994.22453222453,38887.94,Inactive,3.0,Monitor,412.0,30.0
224,EMP8259,Arjun Chopra,arjun.chopra@outlook.com,0974533890,Male,Kolkata,Marketing,2023-07-21,2021-11-20,128937.0,25109.35951219512,Active,4.0,Tablet,78.0,48.0
225,EMP3823,Aditya Sharma,aditya.sharma@outlook.com,9269326573,Male,Lucknow,Finance,2023-10-16,,111902.0,16008.05,Active,3.0,Camera,162.0,53.0
226,EMP9038,Lakshmi Pillai,lakshmi.pillai@yahoo.com,3677462025,Unknown,Pune,HR,2020-05-22,2020-12-20,74918.0,6751.62,Inactive,3.0,Laptop,5.0,33.0
227,EMP2560,Rahul Bose,rahul.bose@yahoo.com,6042232536,Female,Kolkata,Marketing,2023-07-21,2024-03-15,121749.0,24658.2,Inactive,4.0,Camera,408.0,13.0
228,,Pooja,pooja@hotmail.com,6843021166,Female,Pune,Marketing,2024-03-24,2023-03-04,180561.0,25109.35951219512,Active,2.0,Tablet,453.0,29.0
229,EMP9385,Aditya Sharma,aditya.sharma@company.in,1061339439,Male,Bangalore,Finance,2021-03-20,2021-03-19,79094.0,36137.13,Active,2.0,Monitor,147.0,42.0
230,EMP3870,Rohit Chopra,rohit.chopra@hotmail.com,2347199829,Female,Mumbai,HR,2023-11-14,2022-07-03,141015.0,28635.5,Active,1.0,Tablet,202.0,15.0
231,EMP7304,Aarav Kumar,aarav.kumar@company.in,0371837645,Female,Chennai,Engineering,2020-04-16,2021-04-28,68872.0,29442.49,Active,4.0,Tablet,46.0,31.0
232,EMP1969,Kiran Iyer,kiran.iyer@outlook.com,,Female,Hyderabad,Engineering,2023-07-22,2021-07-21,59393.0,25109.35951219512,Active,2.0,Laptop,389.0,5.0
233,EMP2310,Aarav Gupta,aarav.gupta@company.in,0586509480,Female,Jaipur,Sales,2024-01-25,2021-01-23,112994.22453222453,47401.42,Inactive,5.0,Monitor,219.0,10.0
235,EMP3346,Aditya Reddy,aditya.reddy@hotmail.com,4359892625,Male,Bangalore,Sales,2020-09-12,2022-04-13,48324.0,17009.11,Inactive,1.0,Headphones,54.0,7.0
236,EMP5888,Rajesh Kumar,rajesh.kumar@company.in,2235697252,Female,Hyderabad,Sales,2021-07-14,2020-12-11,48079.0,21968.72,Active,1.0,Camera,457.0,53.0
237,EMP7252,Suresh Pandey,suresh.pandey@hotmail.com,6334141115,Other,Lucknow,HR,2021-10-03,2020-01-04,165405.0,19713.2,Inactive,2.0,Headphones,5.0,29.0
238,EMP5225,Sneha Rao,sneha.rao@company.in,1033993788,Male,Jaipur,Marketing,2022-09-18,2021-04-23,178661.0,12692.65,Inactive,4.0,Headphones,73.0,10.0
239,EMP1723,Rajesh Chopra,rajesh.chopra@yahoo.com,4564494856,Male,Delhi,Finance,2020-04-18,2021-04-15,93216.0,23623.08,Active,3.0,Monitor,58.0,55.0
240,EMP7694,Priya Malhotra,priya.malhotra@company.in,0735104584,Male,Bangalore,Sales,2023-03-03,2022-12-24,112994.22453222453,25060.62,Inactive,2.0,Tablet,471.0,59.0
241,EMP5318,Priya Bose,priya.bose@company.in,3703175438,Male,Mumbai,HR,2021-10-26,2022-02-24,70287.0,38643.6,Inactive,2.0,Smartwatch,230.0,16.0
242,EMP8882,Lakshmi Mishra,lakshmi.mishra@company.in,8375307681,Male,Jaipur,HR,,2021-06-10,60377.0,20065.44,Active,1.0,Speaker,391.0,22.0
243,EMP4248,Lakshmi Mishra,lakshmi.mishra@hotmail.com,3703424447,Female,Hyderabad,Marketing,2022-05-01,2021-10-07,26346.0,25109.35951219512,Inactive,4.0,Camera,356.0,42.0
244,EMP5549,Pooja Mishra,pooja.mishra@hotmail.com,1283180036,Male,Hyderabad,Sales,2021-02-06,2021-01-31,50260.0,25109.35951219512,Active,2.0,Laptop,284.0,59.0
245,EMP1983,"Pandey, Rohit",pandey.rohit@gmail.com,2812735857,Male,Delhi,HR,2022-09-20,2023-01-16,112994.22453222453,16522.2,Inactive,5.0,Tablet,420.0,23.0
247,EMP7187,Vikram Verma,vikram.verma@yahoo.com,,Female,Lucknow,Engineering,2023-11-29,2020-02-14,119246.0,24802.39,Active,3.0,Camera,134.0,10.0
248,EMP8138,Kavya Malhotra,kavya.malhotra@outlook.com,,Male,Jaipur,Operations,2021-07-26,2022-07-10,160706.0,29201.5,Active,2.0,Laptop,377.0,46.0
249,EMP4240,Aarav Pillai,aarav.pillai@gmail.com,2484337976,Female,Hyderabad,HR,2020-05-17,2023-05-29,160990.0,40279.29,Active,3.0,Speaker,307.0,18.0
251,EMP8011,Aditya Iyer,,7520716781,Male,Delhi,Sales,2021-11-02,2022-04-07,136333.0,14286.66,Inactive,3.0,Speaker,262.0,49.0
252,EMP2363,Divya Patel,divya.patel@gmail.com,2164334722,Male,Pune,Marketing,2023-01-12,2020-10-03,144680.0,31974.63,Inactive,3.0,Headphones,227.0,26.0
254,EMP3374,Neha Mishra,neha.mishra@yahoo.com,7265273543,Male,Mumbai,Marketing,2022-05-06,2021-03-26,192247.0,45326.12,Inactive,5.0,Headphones,429.0,0.0
255,EMP6778,Aarav Pillai,aarav.pillai@hotmail.com,0835832863,Male,Bangalore,Finance,2020-01-28,2024-03-26,152113.0,14512.94,Inactive,3.0,Speaker,68.0,56.0
256,EMP7908,"Nair, Siddharth",nair.siddharth@outlook.com,6683496047,Male,Unknown,HR,2022-03-01,2021-12-29,131595.0,27562.24,Active,4.0,Headphones,451.0,16.0
257,EMP1897,  Meera Patel  ,meera.patel@gmail.com,3244510762,Female,Pune,Sales,2024-02-28,2022-07-30,175931.0,20518.93,Active,3.0,Monitor,471.0,27.0
258,EMP9040,Deepa Verma,deepa.verma@yahoo.com,,Female,Bangalore,HR,2020-10-04,2021-08-22,123845.0,1679.79,Inactive,4.0,Smartwatch,358.0,30.0
259,EMP8451,Meera Pillai,meera.pillai@gmail.com,5168087603,Female,Hyderabad,Engineering,2023-01-29,2022-06-16,112994.22453222453,12345.22,Inactive,2.0,Mobile,61.0,9.0
260,EMP3373,Aditya Reddy,aditya.reddy@yahoo.com,5699611253,Female,Kolkata,HR,2024-05-18,2022-12-02,73204.0,6689.48,Active,3.0,Speaker,33.0,30.0
261,EMP8481,Siddharth Pillai,siddharth.pillai@hotmail.com,1248255442,Male,Pune,Finance,2021-01-15,2020-09-29,83247.0,10131.11,Active,2.0,Camera,390.0,59.0
262,EMP2334,Neha Bose,neha.bose@gmail.com,1620281237,Male,Jaipur,Marketing,2024-03-13,2021-08-30,102128.0,44071.2,Active,2.0,Headphones,488.0,33.0
263,EMP8410,Siddharth Chopra,siddharth.chopra@company.in,7555628333,Female,Jaipur,Marketing,2023-08-11,2020-10-16,195980.0,45281.47,Inactive,2.0,Tablet,480.0,11.0
264,EMP1997,Sneha Joshi,sneha.joshi@gmail.com,8038287232,Male,Lucknow,Operations,,2020-09-04,52159.0,41719.96,Active,4.0,Headphones,280.0,39.0
265,EMP1764,Rajesh Rao,rajesh.rao@company.in,3963428987,Male,Pune,Sales,2023-07-28,2020-10-11,40383.0,42894.16,Inactive,4.0,Monitor,0.0,53.0
266,EMP1246,Rahul Pandey,rahul.pandey@outlook.com,3668348268,Female,Lucknow,Marketing,2022-12-17,2023-02-16,198123.0,39188.67,Active,2.0,Mobile,460.0,44.0
267,EMP8478,Aditya Mishra,aditya.mishra@gmail.com,0691767993,Female,Chennai,Operations,2021-04-14,2020-01-09,142768.0,611.4,Active,5.0,Laptop,488.0,49.0
268,EMP8177,Meera Pillai,meera.pillai@hotmail.com,3315098393,Female,Hyderabad,HR,2022-11-18,2022-09-21,112994.22453222453,12528.36,Active,4.0,Speaker,374.0,30.0
269,EMP1753,Arjun Shah,arjun.shah@company.in,7349960105,Male,Delhi,Operations,2021-10-26,2020-11-04,172282.0,12638.72,Inactive,3.0,Tablet,35.0,44.0
270,EMP4112,Pooja Nair,pooja.nair@company.in,8444310698,Male,,HR,2023-07-04,2020-02-22,101496.0,23941.75,Inactive,3.0,Speaker,454.0,11.0
271,EMP9071,Kiran Patel,kiran.patel@gmail.com,,Female,Chennai,Sales,2022-01-28,2021-04-28,112994.22453222453,25109.35951219512,Active,4.0,Headphones,306.0,3.0
272,EMP1315,Arjun Joshi,arjun.joshi@gmail.com,9967069219,Female,,Finance,2020-11-28,2022-11-15,89319.0,35020.05,Inactive,5.0,Monitor,475.0,30.0
273,EMP8756,Aarav Das,aarav.das@outlook.com,6184438612,Female,Chennai,Marketing,2023-03-28,2022-09-15,79988.0,37544.93,Active,2.0,Tablet,219.0,10.0
274,EMP7383,  Lakshmi Rao  ,lakshmi.rao@yahoo.com,7311804674,Male,Bangalore,Finance,2024-04-30,,43805.0,19575.66,Active,4.0,Monitor,198.0,46.0
276,EMP1333,Priya Sharma,priya.sharma@hotmail.com,,Female,Delhi,HR,2023-03-31,2023-03-25,76990.0,34685.41,Active,5.0,Laptop,220.0,4.0
278,EMP7361,  Neha Joshi  ,neha.joshi@gmail.com,9353875842,Female,Ahmedabad,Engineering,2021-06-13,2021-11-18,83544.0,15700.72,Active,4.0,Monitor,247.0,12.0
279,EMP2309,Arjun Malhotra,arjun.malhotra@hotmail.com,8664693656,Female,Lucknow,Marketing,2023-07-08,2020-01-15,37891.0,48543.17,Inactive,3.0,Headphones,413.0,36.0
280,EMP2430,Aditya Verma,aditya.verma@yahoo.com,,Female,,Marketing,2024-01-24,2020-12-13,95495.0,24909.64,Active,1.0,Headphones,254.0,12.0
281,EMP8674,Vikram Patel,vikram.patel@outlook.com,0880670898,Unknown,Mumbai,Finance,2020-07-08,2020-06-10,63078.0,19239.33,Inactive,1.0,Speaker,337.0,38.0
282,EMP7374,Meera Nair,meera.nair@company.in,9788977828,Male,Pune,HR,2020-05-05,2020-09-19,178083.0,25109.35951219512,Active,4.0,Headphones,332.0,5.0
283,EMP1924,Rahul,rahul@company.in,4813235707,Male,Delhi,Finance,2020-04-26,2022-04-19,69542.0,16421.98,Active,4.0,Tablet,0.0,7.0
284,EMP2377,Priya Das,priya.das@hotmail.com,2764579389,Male,Unknown,Operations,2022-02-21,2023-07-28,30867.0,37464.97,Inactive,5.0,Headphones,156.0,34.0
285,EMP5757,Arjun Verma,,2583132370,Female,Jaipur,Engineering,2020-06-25,2024-01-08,132330.0,4150.66,Inactive,5.0,Tablet,67.0,58.0
286,EMP5095,Deepa Singh,deepa.singh@gmail.com,6234190310,Male,Mumbai,HR,2022-04-21,2023-10-25,77834.0,7722.82,Active,4.0,Smartwatch,130.0,30.0
287,EMP1020,  Rohit Verma  ,rohit.verma@gmail.com,6267658617,Female,Mumbai,Sales,2020-11-02,2020-08-02,123424.0,4212.62,Active,5.0,Laptop,335.0,56.0
289,EMP1996,Rajesh Joshi,,6177115921,Female,Lucknow,Finance,2022-07-18,2023-12-08,195633.0,27791.09,Active,4.0,Mobile,161.0,23.0
290,EMP9893,"Reddy, Vikram",reddy.vikram@yahoo.com,0800463580,Female,Jaipur,Engineering,2022-01-29,2020-07-21,83082.0,4111.69,Active,1.0,Headphones,60.0,0.0
291,EMP7491,  Rajesh Mehta  ,rajesh.mehta@company.in,,Female,Chennai,Operations,2022-11-29,2024-08-03,64099.0,46262.89,Inactive,3.0,Monitor,429.0,1.0
293,EMP5224,Kiran Kumar,,5484203531,Female,Lucknow,Sales,2023-01-18,2021-10-25,47651.0,6242.3,Inactive,3.0,Laptop,156.0,42.0
294,EMP6904,Priya Iyer,priya.iyer@yahoo.com,7861035797,Female,Chennai,Operations,2021-06-08,2020-11-29,194706.0,10733.18,Inactive,1.0,Tablet,308.0,14.0
295,EMP8586,  Suresh Mishra  ,suresh.mishra@hotmail.com,2507146112,Male,Pune,Marketing,2022-06-16,2021-06-09,55168.0,17482.36,Inactive,2.0,Camera,491.0,51.0
296,EMP3184,Rajesh Iyer,rajesh.iyer@hotmail.com,0676251538,Female,Chennai,HR,2020-01-05,2021-09-16,186939.0,3346.09,Active,1.0,Tablet,5.0,31.0
298,EMP3863,Neha Das,neha.das@company.in,8750036915,Female,Bangalore,HR,2023-09-06,2022-10-18,122598.0,20329.33,Inactive,1.0,Headphones,439.0,9.0
299,EMP1425,Lakshmi Pandey,lakshmi.pandey@company.in,9311091939,Female,Lucknow,Marketing,2021-05-12,2020-05-03,112994.22453222453,25109.35951219512,Inactive,3.0,Camera,497.0,30.0
300,EMP8823,  Kiran Chopra  ,kiran.chopra@outlook.com,1704542185,Male,Jaipur,Engineering,2023-03-29,2022-01-21,175607.0,36848.71,Active,4.0,Laptop,109.0,17.0
301,EMP5012,Divya Joshi,divya.joshi@company.in,1027677359,Female,Pune,Marketing,2024-06-04,2020-05-08,57118.0,12771.98,Active,3.0,Tablet,479.0,20.0
302,EMP8765,Aditya Chopra,aditya.chopra@outlook.com,5916011241,Unknown,Chennai,Finance,2023-08-02,2020-01-13,112994.22453222453,20106.01,Active,1.0,Camera,403.0,59.0
303,EMP5815,Kavya Pillai,kavya.pillai@hotmail.com,1537038240,Female,Bangalore,Marketing,2020-10-24,2020-02-12,112994.22453222453,49919.44,Active,5.0,Speaker,362.0,23.0
304,EMP8158,Deepa,deepa@outlook.com,2480962440,Male,Chennai,HR,2023-11-05,2021-05-04,82948.0,14747.65,Inactive,5.0,Speaker,286.0,30.0
306,EMP6997,Vikram,vikram@company.in,2927318683,Male,Pune,Operations,2023-08-08,2021-04-09,48716.0,25109.35951219512,Inactive,3.0,Speaker,13.0,58.0
307,EMP8105,Ananya Pillai,ananya.pillai@outlook.com,1518260688,Female,Lucknow,Finance,2024-03-23,2020-08-28,72169.0,25109.35951219512,Active,2.0,Smartwatch,18.0,7.0
308,EMP5835,Rahul Singh,rahul.singh@yahoo.com,0571983863,Female,Hyderabad,Marketing,2022-03-05,2020-04-20,78238.0,39155.78,Inactive,3.0,Headphones,494.0,28.0
309,EMP8245,Meera Nair,meera.nair@hotmail.com,0335211039,Female,Unknown,Sales,,2024-02-24,162171.0,27665.6,Active,1.0,Laptop,31.0,50.0
310,EMP3436,Rajesh Pandey,rajesh.pandey@yahoo.com,6043260931,Male,Bangalore,Engineering,2022-05-22,2022-05-24,95581.0,47178.44,Active,1.0,Camera,242.0,38.0
311,EMP1741,Aditya Nair,aditya.nair@gmail.com,4597794523,Female,Mumbai,Marketing,2020-06-02,2020-01-28,145628.0,43504.64,Inactive,5.0,Speaker,45.0,0.0
312,EMP1917,Aarav Patel,aarav.patel@hotmail.com,1491507628,Female,Delhi,Sales,2022-01-24,2021-07-07,140513.0,14434.3,Inactive,4.0,Speaker,306.0,1.0
313,EMP6589,Rohit Sharma,rohit.sharma@hotmail.com,9751910231,Female,Unknown,Engineering,2020-04-12,2023-07-04,76720.0,25017.37,Active,1.0,Laptop,247.0,56.0
314,EMP8989,Kiran Shah,kiran.shah@yahoo.com,5303856770,Female,Jaipur,Operations,2024-02-28,2023-03-13,124226.0,32840.16,Inactive,2.0,Camera,177.0,30.0
316,EMP9637,Siddharth Shah,siddharth.shah@company.in,,Female,Lucknow,Operations,2021-02-22,2021-03-12,25111.0,49060.12,Active,4.0,Laptop,185.0,17.0
317,EMP3400,Neha Iyer,neha.iyer@gmail.com,,Male,Pune,Sales,2023-01-09,2023-11-07,64410.0,26380.45,Active,5.0,Monitor,489.0,30.0
318,EMP7180,Siddharth Sharma,siddharth.sharma@yahoo.com,6821719553,Other,Lucknow,Sales,2022-04-25,2020-01-31,45083.0,22208.52,Active,2.0,Tablet,246.0,42.0
319,EMP2564,Siddharth Chopra,siddharth.chopra@gmail.com,4028182238,Other,Delhi,Marketing,2020-09-03,2020-05-23,110134.0,23644.66,Active,2.0,Headphones,233.0,30.0
320,EMP6956,Sneha Chopra,sneha.chopra@outlook.com,1082555989,Female,Mumbai,Sales,2023-07-13,2023-09-02,141855.0,4206.54,Active,2.0,Tablet,247.0,45.0
321,EMP4218,"Patel, Divya",patel.divya@company.in,,Female,Ahmedabad,Operations,2023-04-21,2021-05-30,154133.0,16767.65,Active,5.0,Smartwatch,258.0,28.0
322,EMP1052,Rohit Bose,rohit.bose@company.in,8932064969,Male,Bangalore,HR,2022-09-20,2022-03-14,102441.0,6062.19,Inactive,4.0,Speaker,238.0,42.0
323,EMP8904,Siddharth Gupta,siddharth.gupta@yahoo.com,8744956213,Female,Jaipur,Marketing,2023-01-02,2023-07-26,63096.0,30212.15,Active,1.0,Speaker,267.0,38.0
324,EMP5309,Sneha Mishra,sneha.mishra@gmail.com,6435023850,Male,Mumbai,Marketing,2024-02-23,2022-09-07,35942.0,25081.54,Active,2.0,Tablet,247.0,55.0
325,EMP1692,Lakshmi Mehta,lakshmi.mehta@company.in,6748095739,Male,Jaipur,Sales,,2023-06-17,195570.0,42902.37,Active,5.0,Tablet,144.0,55.0
